FATP-QT,,,,,,,,,,,,Parametric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Product,SerialNumber,Special Build Name,Special Build Description,Unit Number,Station ID,Test Pass/Fail Status,StartTime,EndTime,Version,List of Failing Tests,2V4_DUT_Applied_Voltage,2V4_MCU_AID_Fall_Time,2V4_MCU_AID_Rise_Time,2V4_MCU_Bits_period,2V4_MCU_VOH,2V4_MCU_VOL,4V8_DUT_Applied_Voltage,4V8_MCU_AID_Fall_Time,4V8_MCU_AID_Rise_Time,4V8_MCU_Bits_period,4V8_MCU_VOH,4V8_MCU_VOL,5V_2P5A_Charge_Capability,5V_2P5A_Charge_Type,5V_2P5A_Charge_Voltage,5V_2P5A_CURR_USBC_PD,5V_2P5A_DCR,5V_2P5A_DUT_Input_Voltage,5V_2P5A_Orion_Power_Voltage,5W_5V_1P0A_BRICKID_CAPABILITY_Curr,5W_5V_1P0A_BRICKID_CAPABILITY_DM_Vol,5W_5V_1P0A_BRICKID_CAPABILITY_DP_Vol,5W_5V_1P0A_BRICKID_CAPABILITY_Type,5W_5V_1P0A_BRICKID_CAPABILITY_Vol,5W_5V_1P0A_BRICKID_System_Curr,9V_2P5A_Charge_Capability,9V_2P5A_Charge_Type,9V_2P5A_Charge_Voltage,9V_2P5A_CURR_USBC_PD,9V_2P5A_DCR,9V_2P5A_DUT_Input_Voltage,9V_2P5A_Orion_Power_Voltage,10W_5V_1P5A_BRICKID_CAPABILITY_Curr,10W_5V_1P5A_BRICKID_CAPABILITY_DM_Vol,10W_5V_1P5A_BRICKID_CAPABILITY_DP_Vol,10W_5V_1P5A_BRICKID_CAPABILITY_Type,10W_5V_1P5A_BRICKID_CAPABILITY_Vol,10W_5V_1P5A_BRICKID_System_Curr,12.5W_5V_1P5A_BRICKID_CAPABILITY_Curr,12.5W_5V_1P5A_BRICKID_CAPABILITY_DM_Vol,12.5W_5V_1P5A_BRICKID_CAPABILITY_DP_Vol,12.5W_5V_1P5A_BRICKID_CAPABILITY_Type,12.5W_5V_1P5A_BRICKID_CAPABILITY_Vol,12.5W_5V_1P5A_BRICKID_System_Curr,CC_Rp_Capability_CURR-10kohm_5V,CC_Rp_Capability_CURR-22kohm_5V,CC_Rp_Capability_CURR-56kohm_5V,CC_Rp_Capability_Type-10kohm_5V,CC_Rp_Capability_Type-22kohm_5V,CC_Rp_Capability_Type-56kohm_5V,CC_Rp_Capability_VOL-10kohm_5V,CC_Rp_Capability_VOL-22kohm_5V,CC_Rp_Capability_VOL-56kohm_5V,CC_Rp_SYS_CURR-10kohm_5V,CC_Rp_SYS_CURR-22kohm_5V,CC_Rp_SYS_Curr-56kohm_5V,FW_VERSION_CCG3,FW_VERSION_L4R5,FW_VERSION_MTFW,GreenPAK ID,KBD_HW_Layout,OrionPWR_On_Sys Voltage,OrionPWR_SYS_CURRENT_ALL_RAILS,OrionPWR_SYS_CURRENT_BLC_ONLY,OrionPWR_SYS_CURRENT_CAPSLOCK_ONLY,OrionPWR_SYS_CURRENT_Energy_Storage,OrionPWR_SYS_CURRENT_Energy_Storage_ONLY,OrionPWR_SYS_CURRENT_IDLE,OrionPWR_SYS_CURRENT_LEDs_to_0PCT_brightness,OrionPWR_SYS_CURRENT_LEDs_to_3P8PCT_brightness,OrionPWR_SYS_CURRENT_LEDs_to_100PCT_brightness,OrionPWR_SYS_CURRENT_LEDs_to_UserMax_brightness,OrionPWR_SYS_CURRENT_MFI_ONLY,OrionPWR_SYS_CURRENT_TOUCH_ONLY,OrionPWR_SYS_CURRENT_USBC_AltPWR_ONLY,PHASE1_CONSUMER_DUT_MODE,PHASE2_C2P_DUT_MODE,PHASE2_SYS_CURRENT_pre_swap_consumer,PHASE2_SYS_CURRENT_pre_swap_provide,PHASE3_Vol_IDBUS_provider,PHASE5:P2C_DUT_MODE,PORION_RVP_OUT_-16V_CURR,PPORION_OVP_OUT_5V2_CURR,PPORION_OVP_OUT_16V_CURR,Production signed check,READ_HW_VERSION,Read_PHASE5_BROWNOUT_STATUS,SYS_IDBUS_6V_VBUS_0V_CURR,SYS_IDBUS_6V_VBUS_5V2_CURR,SYS_IDBUS_-5V2_VBUS_0V_CURR,USBC_PWR_On_Sys Voltage,USBC_PWR_SYS_CURRENT_ALL_RAILS,USBC_PWR_SYS_CURRENT_BLC_ONLY,USBC_PWR_SYS_CURRENT_CAPSLOCK_ONLY,USBC_PWR_SYS_CURRENT_Energy_Storage_5V,USBC_PWR_SYS_CURRENT_Energy_Storage_ONLY,USBC_PWR_SYS_CURRENT_IDLE,USBC_PWR_SYS_CURRENT_LEDs_to_100PCT_brightness,USBC_PWR_SYS_CURRENT_MFI_ONLY,USBC_PWR_SYS_CURRENT_TOUCH_ONLY
Display Name ----->,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDCA Priority ----->,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Limit ----->,,,,,,,,,,,,2.5,88,84,10.15,1.85,0.08,4.9,66,77,10.15,1.95,0.08,3000,6,5000,2540,0.19,5.25,5.15,1,3.6,1.426,4,5000,1040,3000,6,9000,2540,0.19,9.45,9.1,1500,1.426,3.6,4,5000,1540,1500,3.6,3.6,4,5000,1540,3000,1500,500,5,5,5,5000,5000,5000,22,22,22,258,624,1301,3,NA,4900,11.5,3.84,20,4.16,0.7,0.24,3.84,18,235,88.5,0.24,5,3.35,5,4,140,165,2960,5,0.1,8,11.5,0,4,1,0.22,0.23,-30,9100,13,9.61,16.75,7.5,8.5,8.4,146,8.4,10.5
Lower Limit ----->,,,,,,,,,,,,2.35,54,13,9.9,1.5,0,4.7,43,25,9.9,1.8,0,3000,6,5000,2480,0.08,4.75,4.4,1,1.398,0.25,4,5000,980,3000,6,9000,2480,0.08,8.75,8.6,1500,0.25,1.398,4,5000,1480,1500,1.398,1.398,4,5000,1480,3000,1500,500,5,5,5,5000,5000,5000,12,12,12,258,624,1301,3,NA,4750,5.7,2.07,17.5,2.24,0.2,0.04,2.07,15,205,73.5,0.04,2,2.5,5,4,80,80,2740,5,-0.3,2,10.5,0,4,1,0.19,0.19,-40,8900,7,6.79,14.25,5.5,6.5,6.2,116,6.2,8
Measurement Unit ----->,,,,,,,,,,,,V,ns,ns,us,V,V,V,ns,ns,us,V,V,mA,NA,mV,mA,ohms,V,V,A,V,V,NA,mV,mA,mA,NA,mV,mA,ohms,V,V,mA,V,V,NA,mV,mA,mA,V,V,NA,mV,mA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mA,mA,mA,NA,NA,NA,NA,NA,mV,mA,mA,mA,mA,mA,mA,mA,mA,mA,mA,mA,mA,mA,NA,NA,mA,mA,mV,NA,mA,mA,mA,NA,NA,NA,mA,mA,mA,mV,mA,mA,mA,mA,mA,mA,mA,mA,mA
FXLH,R118,FTPZQ01LPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 18:42,2019/12/5 18:47,V1.2.2.0,,2.423807129,74,59.5,10.004,1.710810837,0.00001,4.806339092,55,56,10.009,1.911233192,0.001177,3000,6,5000,2509.368749,0.152878073,5.083642082,4.700014623,1,1.76,0.868,4,5000,1010.513545,3000,6,9000,2508.624013,0.151815364,9.064006515,8.683158846,1500,0.868,1.786,4,5000,1512.474598,1500,1.76,1.786,4,5000,1510.827886,3000,1500,500,5,5,5,5000,5000,5000,16.44725529,16.41976696,16.40399241,258,624,1301,3,33,4797.775247,8.262481943,2.716060971,18.95812815,2.753539055,0.435516142,0.191952355,2.733798393,16.60600884,221.3346986,81.45630038,0.196282172,3.111019696,3.098529002,5,4,117.2190107,122.713722,2823.122539,5,-0.02021082,3.237401033,11.02129519,0,4,1,0.20013792,0.20610683,-36.26527293,9013.59527,9.943491687,8.186633555,15.60382503,6.462542005,7.429299593,7.376481166,131.4433319,7.382549232,9.188893356
FXLH,R118,FTPZQ01LPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 18:49,2019/12/5 18:53,V1.2.2.0,,2.423822049,71,57.5,10.004,1.699648684,0.000512,4.806368932,57,55,10.009,1.911030011,0.001031,3000,6,5000,2509.573571,0.151186113,5.083657001,4.704244327,1,1.76,0.868,4,5000,1010.127526,3000,6,9000,2508.775531,0.150848915,9.06407364,8.685627573,1500,0.868,1.786,4,5000,1516.116154,1500,1.76,1.786,4,5000,1510.881725,3000,1500,500,5,5,5,5000,5000,5000,16.45832202,16.44172192,16.43136918,258,624,1301,3,33,4797.961742,7.80648724,2.715625801,18.96082426,2.755513122,0.436843532,0.188400494,2.724088516,16.60167173,221.5246613,81.46446893,0.198304861,3.225378538,3.095635974,5,4,117.7187694,121.8669317,2823.174757,5,-0.020077676,3.235328997,11.02304263,0,4,1,0.200477697,0.206366778,-36.25600979,9013.908522,9.592168683,8.185806975,15.61062729,6.466918013,7.420912242,7.366635147,131.443113,7.382420383,9.195099825
FXLH,R118,FTPZQ01LPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 18:56,2019/12/5 19:01,V1.2.2.0,,2.42379221,74,59.5,10.005,1.700033189,0.000184,4.806301793,57,57,10.008,1.91109593,0.001042,3000,6,5000,2509.224172,0.150612576,5.083813657,4.705892942,1,1.76,0.868,4,5000,1010.69425,3000,6,9000,2509.029127,0.150408584,9.06449131,8.687111792,1500,0.868,1.786,4,5000,1514.80015,1500,1.76,1.786,4,5000,1510.355252,3000,1500,500,5,5,5,5000,5000,5000,16.43676867,16.42456403,16.41102067,258,624,1301,3,33,4797.939362,8.970012063,2.728744103,18.94017193,2.767962867,0.439026674,0.185344582,2.73019548,16.59248211,221.4167163,81.46292274,0.197507455,3.23699348,3.090542786,5,4,117.6089723,122.7964914,2823.301574,5,-0.02022731,3.237087649,11.02260479,0,4,1,0.200290798,0.206171145,-36.25574573,9014.027857,10.23723128,8.187272938,15.60439391,6.463397757,7.430899267,7.363046819,131.4177035,7.380378245,9.227726446
FXLH,R118,FTPZQ01LPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 19:04,2019/12/5 19:09,V1.2.2.0,,2.42379221,71,58.5,10.004,1.70500705,0.000922,4.806294334,54,58,10.009,1.911120325,0.000929,3000,6,5000,2509.599955,0.150215488,5.083619702,4.706638922,1,1.76,0.868,4,5000,1010.687132,3000,6,9000,2508.798121,0.150211358,9.06407364,8.687223668,1500,0.868,1.786,4,5000,1521.036453,1500,1.76,1.786,4,5000,1510.846494,3000,1500,500,5,5,5,5000,5000,5000,16.44868325,16.42574656,16.41735727,258,624,1301,3,33,4797.782707,8.11935242,2.726947509,18.94097906,2.741322697,0.439743853,0.18562416,2.714974262,16.59772603,221.4645011,81.44183767,0.192358351,3.131021133,3.090773742,5,4,117.5198083,122.8096081,2823.219516,5,-0.020363996,3.237148195,11.02191018,0,4,1,0.200200586,0.206212984,-36.25049551,9013.796647,10.24800355,8.182610058,15.60191174,6.464742165,7.421695062,7.363659461,131.4152527,7.382449556,9.182301708
FXLH,R118,FTPZQ01LPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 19:10,2019/12/5 19:15,V1.2.2.0,,2.423822049,73,58.5,10.005,1.689330617,0.000571,4.806376391,55,58,10.004,1.909855035,0.000998,3000,6,5000,2509.597991,0.14999564,5.083560024,4.707131268,1,1.76,0.868,4,5000,1009.903001,3000,6,9000,2508.840219,0.149994793,9.064021432,8.687708463,1500,0.868,1.786,4,5000,1511.176644,1500,1.76,1.786,4,5000,1510.892212,3000,1500,500,5,5,5,5000,5000,5000,16.45301177,16.4362555,16.4258135,258,624,1301,3,33,4797.916983,8.953414834,2.717478312,18.93967598,2.742674398,0.455937517,0.188726264,2.734906982,16.59737595,221.5996427,81.48035384,0.196000163,3.144206424,3.092917986,5,4,117.6969509,121.7612602,2823.226976,5,-0.020027533,3.233731243,11.02323548,0,4,1,0.200354564,0.206400371,-36.24965739,9014.01294,10.24306109,8.184805356,15.61224885,6.462294031,7.439437346,7.377191052,131.4368768,7.384956037,9.223671515
FXLH,R118,FTPZQ01LPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,FAIL,2019/12/5 19:16,2019/12/5 19:21,V1.2.2.0,CB Error Could not set PASS CB,2.42376983,72,57.5,10.012,1.690646543,0.000634,4.806354012,57,54,10.003,1.911761013,0.000903,3000,6,5000,2509.632344,0.149809294,5.083537645,4.707571396,1,1.76,0.868,4,5000,1010.653999,3000,6,9000,2508.888992,0.149843238,9.063976681,8.688036632,1500,0.868,1.786,4,5000,1512.595149,1500,1.76,1.786,4,5000,1510.906915,3000,1500,500,5,5,5,5000,5000,5000,16.45751879,16.43011971,16.4269291,258,624,1301,3,33,4797.961742,8.849535679,2.731911847,18.94515815,2.741351871,0.450268154,0.188633882,2.719581227,16.59781841,221.5858986,81.49006372,0.199009885,3.143187634,3.092601941,5,4,116.6867263,122.4803997,2823.159838,5,-0.019790257,3.236035934,11.02527892,0,4,1,0.200547082,0.206559541,-36.2541603,9014.1994,10.04444135,8.186645711,15.60631449,6.467136814,7.437570249,7.378545184,131.437825,7.38444064,9.183949264
FXLH,R118,FTPZQ01LPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,FAIL,2019/12/5 19:21,2019/12/5 19:26,V1.2.2.0,CB Error Could not set PASS CB,2.423836968,71,56.5,10.006,1.688751997,0.000049,4.80642115,56,56,10.005,1.90998472,0.001022,3000,6,5000,2509.689733,0.149692917,5.083664461,4.707981685,1,1.76,0.868,4,5000,1010.271527,3000,6,9000,2510.944762,0.149613625,9.064245183,8.688573636,1500,0.868,1.786,4,5000,1520.990848,1500,1.76,1.786,4,5000,1510.939803,3000,1500,500,5,5,5,5000,5000,5000,16.45843358,16.44997735,16.43119068,258,624,1301,3,33,4797.961742,8.742170303,2.718248976,18.94926917,2.752651698,0.448194412,0.179901313,2.73553421,16.6027949,221.6567735,81.50762853,0.219827531,3.115803107,3.098837754,5,4,117.0540943,122.7557271,2823.122539,5,-0.019593534,3.234605242,11.02737282,0,4,1,0.200623124,0.206718588,-36.2554273,9014.221775,10.27481147,8.189854784,15.60968159,6.460777014,7.419560542,7.365555731,131.431929,7.386599471,9.227978294
FXLH,R118,FTPZQ01LPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 19:27,2019/12/5 19:32,V1.2.2.0,,2.423874267,69,56.5,10.01,1.689332171,0.000165,4.806450989,55,54,10.004,1.910838504,0.000908,3000,6,5000,2509.693505,0.149648106,5.083671921,4.708101041,1,1.76,0.868,4,5000,1009.499824,3000,6,9000,2510.780185,0.149581844,9.064148224,8.688581094,1500,0.868,1.786,4,5000,1516.907291,1500,1.76,1.786,4,5000,1509.264867,3000,1500,500,5,5,5,5000,5000,5000,16.46378845,16.44843782,16.43310951,258,624,1301,3,33,4798.051259,8.878974062,2.715951571,18.94448473,2.750422365,0.447511269,0.186922376,2.736664679,16.59800074,221.4846129,81.48725092,0.19802042,3.11721078,3.096800479,5,4,116.7400526,122.7831638,2823.234436,5,-0.019873624,3.23650629,11.02462581,0,4,1,0.20047165,0.206430116,-36.2548151,9014.348567,10.26349705,8.191867748,15.61353977,6.472288349,7.4384649,7.366858809,131.4395682,7.384742098,9.180527089
FXLH,R118,FTPZQ01LPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 19:41,2019/12/5 19:46,V1.2.2.0,,2.423822049,70,58.5,10.003,1.691324864,0.00092,4.80643607,54,58,10.005,1.910882453,0.000932,3000,6,5000,2509.62442,0.149488739,5.083657001,4.708496411,1,1.76,0.868,4,5000,1009.918619,3000,6,9000,2508.886626,0.149486644,9.064051265,8.689006223,1500,0.868,1.786,4,5000,1517.355427,1500,1.76,1.786,4,5000,1509.293203,3000,1500,500,5,5,5,5000,5000,5000,16.45816583,16.45185155,16.43123531,258,624,1301,3,33,4797.954282,8.956332173,2.71969549,18.94340532,2.747150083,0.432452936,0.174608773,2.73553421,16.60202181,221.4716127,81.48194379,0.21488021,3.205317558,3.079967432,5,4,116.7917333,122.7841416,2823.144918,5,-0.020051108,3.235829627,11.02304039,0,4,1,0.200321521,0.206338866,-36.25641343,9014.102441,10.08668685,8.176622219,15.61219536,6.462610076,7.437091319,7.373826388,131.4494417,7.385381482,9.173686156
FXLH,R118,FTPZQ01LPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 19:46,2019/12/5 19:51,V1.2.2.0,,2.423889187,71,59.5,10.006,1.70125239,0.000881,4.806480829,54,53,10.003,1.910726699,0.000881,3000,6,5000,2508.639348,0.149437415,5.083582403,4.708697825,1,1.76,0.868,4,5000,1010.708686,3000,6,9000,2509.025042,0.149466507,9.064058724,8.689043515,1500,0.868,1.786,4,5000,1515.584973,1500,1.76,1.786,4,5000,1510.948415,3000,1500,500,5,5,5,5000,5000,5000,16.45707255,16.45702792,16.43721491,258,624,1301,3,33,4798.0438,8.043506463,2.718812994,18.94801228,2.74256986,0.431825708,0.191782177,2.732050421,16.60208016,221.6307318,81.50851102,0.202624954,3.179643263,3.101198368,5,4,117.733584,122.3496119,2823.226976,5,-0.019535879,3.234008747,11.02757296,0,4,1,0.200595883,0.206661602,-36.25492162,9014.318734,10.27394113,8.190277798,15.61406003,6.44458092,7.430588084,7.377934974,131.4406477,7.386631076,9.191546882
FXLH,R118,FTPZQ01LPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_5_QT1,PASS,2019/12/5 20:14,2019/12/5 20:19,V1.2.2.0,,2.427944748,73,57.5,10.001,1.682549478,0.001109,4.818020719,55,55,10.004,1.90044181,0.002834,3000,6,5000,2507.885434,0.155788165,5.082340106,4.691641237,1,1.76,0.868,4,5000,1010.333094,3000,6,9000,2508.027852,0.155437973,9.075469928,8.685627163,1500,0.868,1.76,4,5000,1513.178602,1500,1.786,1.76,4,5000,1510.271375,3000,1500,500,5,5,5,5000,5000,5000,16.34650063,16.34385286,16.31468292,258,624,1301,3,33,4809.197112,8.927471284,2.666979345,18.88700827,2.697682832,0.372895311,0.112742676,2.665786129,16.52216312,221.3840241,81.26931039,0.139893193,3.076015641,3.04303643,5,4,117.4686665,122.3062695,2823.227406,5,-0.021938426,3.237809234,11.0125195,0,4,1,0.198355852,0.204330129,-36.2593413,9027.997417,10.17898276,8.126357646,15.55987558,6.404035111,7.373848161,7.315385424,131.1737805,7.333933628,9.123178711
FXLH,R118,FTPZQ01LPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_5_QT1,PASS,2019/12/5 20:25,2019/12/5 20:29,V1.2.2.0,,2.428019525,68,56.5,10.005,1.682499692,0.001,4.818147839,55,56,10.002,1.90059927,0.002917,3000,6,5000,2508.713496,0.15455938,5.082459748,4.694714544,1,1.76,0.868,4,5000,1010.457339,3000,6,9000,2508.272998,0.154612076,9.075679256,8.687869959,1500,0.868,1.76,4,5000,1511.810084,1500,1.786,1.76,4,5000,1508.773251,3000,1500,500,5,5,5,5000,5000,5000,16.35936121,16.33237178,16.33323954,258,624,1301,3,33,4809.533605,7.773493092,2.666465195,18.90511508,2.681106344,0.365515318,0.115994918,2.669533118,16.52137492,221.3761634,81.26042433,0.141037904,3.050247983,3.053942716,5,4,116.3666692,122.250555,2823.287227,5,-0.021332606,3.235247159,11.01682365,0,4,1,0.198826965,0.204789689,-36.25699066,9028.580544,9.817620183,8.12372384,15.55109865,6.407786951,7.372560361,7.318397567,131.1475038,7.334372596,9.145966171
FXLH,R118,FTPZQ01LPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_5_QT1,PASS,2019/12/5 20:30,2019/12/5 20:35,V1.2.2.0,,2.427952226,75,59.5,10.004,1.68191767,0.000973,4.818140361,56,55,10.004,1.900099108,0.002791,3000,6,5000,2508.769902,0.154034301,5.082497136,4.696060518,1,1.786,0.868,4,5000,1010.457005,3000,6,9000,2508.22347,0.154242556,9.07567178,8.688796981,1500,0.868,1.76,4,5000,1512.096021,1500,1.786,1.76,4,5000,1510.35399,3000,1500,500,5,5,5,5000,5000,5000,16.36283223,16.35206316,16.33755607,258,624,1301,3,33,4809.511172,8.888854252,2.682694874,18.88630495,2.715847849,0.375589748,0.134598903,2.67093733,16.52035147,221.4584644,81.26736293,0.143031448,3.080954881,3.0375845,5,4,117.4397609,122.0347484,2823.197496,5,-0.021380223,3.23673572,11.01686852,0,4,1,0.198827637,0.204868605,-36.2581685,9028.58802,10.19285754,8.129602611,15.55434119,6.400955062,7.375499747,7.317165547,131.1018457,7.33821902,9.138390908
FXLH,R118,FTPZQ01LPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_5_QT1,PASS,2019/12/5 20:35,2019/12/5 20:40,V1.2.2.0,,2.427989614,71,57.5,10.003,1.68407707,0.000445,4.818147839,55,54,10.004,1.900431002,0.002192,3000,6,5000,2507.732465,0.153978751,5.082534524,4.696397012,1,1.76,0.868,4,5000,1010.488155,3000,6,9000,2508.238162,0.153964459,9.075731587,8.689552056,1500,0.868,1.76,4,5000,1513.125713,1500,1.786,1.78,4,5000,1510.354035,3000,1500,500,5,5,5,5000,5000,5000,16.36659251,16.33813457,16.33866857,258,624,1301,3,33,4809.511172,8.89741776,2.667590504,18.90760579,2.70218407,0.382145161,0.119317491,2.674980198,16.52149133,221.4308318,81.28382543,0.14701126,3.050217573,3.039160903,5,4,117.1392781,122.3735313,2823.234884,5,-0.021279854,3.238257373,11.01701603,0,4,1,0.198884853,0.20486072,-36.25777364,9028.66278,10.21381643,8.12855491,15.56022481,6.408839504,7.372834413,7.319168792,131.1688933,7.334052465,9.13086453
FXLH,R118,FTPZQ01LPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_5_QT1,PASS,2019/12/5 20:40,2019/12/5 20:45,V1.2.2.0,,2.427967181,71,57.5,10.004,1.683571536,0.000893,4.818132884,54,56,10,1.90064739,0.001931,3000,6,5000,2508.770814,0.153354669,5.08245227,4.697720553,1,1.76,0.868,4,5000,1010.449373,3000,6,9000,2510.188358,0.153365343,9.075656828,8.69068093,1500,0.868,1.76,4,5000,1525.133027,1500,1.786,1.76,4,5000,1510.360465,3000,1500,500,5,5,5,5000,5000,5000,16.36180873,16.35517818,16.3344188,258,624,1301,3,33,4809.548561,7.585171095,2.666731971,18.90502292,2.698669903,0.368622045,0.113465397,2.670175806,16.51459639,221.4431456,81.28891115,0.142495471,3.047557108,3.037465663,5,4,117.4497519,122.6629237,2823.27975,5,-0.021218422,3.238587728,11.01692293,0,4,1,0.198738207,0.204841648,-36.25731372,9028.670256,9.754277871,8.127393221,15.55775835,6.402696381,7.378026843,7.320032176,131.1794875,7.335209302,9.126407306
